# NB: These mouse hotspot data by Smagulova et al. (2011) are provided 
#   as part of the hotspot software package for designing
#   allele-specific primers and oligos (Odenthal-Hesse et al., 2016). 
#   The hotspot coordinates by Smagulova et al. refer to mm9 and 
#   will therefore not match the current mouse assembly.
# References: 
#   1) Smagulova et al. (2011). Genome-wide analysis reveals novel
#   molecular features of mouse recombination hotspots. Nature, 
#   472:375-378.
#   2) Odenthal-Hesse et al. (2016). hotspot: software to support
#   sperm-typing for investigating recombination hotspots. 
#   Bioinformatics, 2016, 1-2; doi: 10.1093/bioinformatics/btw195.
# int   chr	start	end
int304	chr1	82940169	82943569
int305	chr1	83082259	83085659
int306	chr1	83685179	83688579
int307	chr1	83870942	83874342
int308	chr1	84164038	84167438
int309	chr1	84500880	84504280
int310	chr1	84627671	84631071
int311	chr1	84800759	84804159
int312	chr1	84819899	84823299
int313	chr1	84838630	84842030
int314	chr1	87574011	87577411
int315	chr1	87704383	87707783
int316	chr1	87785726	87789126
int317	chr1	87806098	87809498
int318	chr1	87894180	87897580
int319	chr1	87978722	87982122
int320	chr1	87983232	87986632
int321	chr1	88027528	88030928
int322	chr1	88112766	88116166
int323	chr1	88230966	88234366
int324	chr1	88450570	88453970
int325	chr1	88660052	88663452
int326	chr1	88878973	88882373
int327	chr1	89181282	89184682
int328	chr1	89243206	89246606
int329	chr1	89820958	89824358
int330	chr1	90100517	90103917
int331	chr1	90394297	90397697
int332	chr1	90444898	90448298
int333	chr1	90834874	90838274
int334	chr1	90863376	90866776
int335	chr1	91355704	91359104
int336	chr1	91493256	91496656
int337	chr1	91529635	91533035
int338	chr1	91621223	91624623
int339	chr1	91993000	91996400
int340	chr1	92083602	92087002
int341	chr1	92141891	92145291
int342	chr1	92170256	92173656
int343	chr1	92394084	92397484
int344	chr1	92409110	92412510
int345	chr1	92672185	92675585
int346	chr1	92744239	92747639
int347	chr1	92965799	92969199
int348	chr1	93047497	93050897
int349	chr1	93209855	93213255
int350	chr1	93629773	93633173
int351	chr1	93863765	93867165
int352	chr1	93936082	93939482
int353	chr1	94240690	94244090
int354	chr1	94259577	94262977
int355	chr1	94287107	94290507
int356	chr1	94425437	94428837
int357	chr1	94625403	94628803
int358	chr1	94883467	94886867
int359	chr1	95568012	95571412
int360	chr1	96077797	96081197
int361	chr1	96691829	96695229
int362	chr1	96827856	96831256
int363	chr1	97137867	97141267
int364	chr1	97160314	97163714
int365	chr1	97485722	97489122
int366	chr1	98124289	98127689
int367	chr1	98988014	98991414
int368	chr1	99499841	99503241
int369	chr1	100560243	100563643
int370	chr1	100573147	100576547
int371	chr1	101778734	101782134
int372	chr1	101984332	101987732
int373	chr1	102891669	102895069
int374	chr1	102993673	102997073
int375	chr1	105191052	105194452
int376	chr1	106310408	106313808
int377	chr1	106529794	106533194
int378	chr1	106562838	106566238
int379	chr1	106667092	106670492
int380	chr1	106886450	106889850
int381	chr1	106960682	106964082
int382	chr1	107406711	107410111
int383	chr1	107452334	107455734
int384	chr1	107477214	107480614
int385	chr1	107619293	107622693
int386	chr1	107627846	107631246
int387	chr1	107691734	107695134
int388	chr1	107698811	107702211
int389	chr1	107815918	107819318
int390	chr1	107872410	107875810
int391	chr1	108183312	108186712
int392	chr1	108211221	108214621
int393	chr1	108406799	108410199
int394	chr1	108483263	108486663
int395	chr1	108620298	108623698
int396	chr1	108630908	108634308
int397	chr1	108636446	108639846
int398	chr1	109245895	109250887
int399	chr1	109273861	109277261
int400	chr1	110551559	110554959
int401	chr1	110872178	110875578
int402	chr1	111432736	111436136
int403	chr1	113092645	113096045
int404	chr1	114605267	114608667
int405	chr1	114709915	114713315
int406	chr1	116858000	116861400
int407	chr1	117719671	117723071
int408	chr1	117819482	117822882
int409	chr1	118512206	118515606
int410	chr1	118903868	118907268
int411	chr1	120213771	120217171
int412	chr1	120245683	120249083
int413	chr1	120396524	120399924
int414	chr1	120492824	120496224
int415	chr1	120859579	120862979
int416	chr1	121183457	121186857
int417	chr1	121298931	121302331
int418	chr1	121366523	121369923
int419	chr1	121664596	121667996
int420	chr1	121898706	121902106
int421	chr1	121915323	121918723
int422	chr1	122261980	122265380
int423	chr1	122819309	122822709
int424	chr1	122990631	122994031
int425	chr1	123244080	123247480
int426	chr1	123530065	123533465
int427	chr1	123704566	123707966
int428	chr1	123779350	123782750
int429	chr1	124124968	124128368
int430	chr1	124189728	124193128
int431	chr1	125118959	125122359
int432	chr1	125836296	125839696
int433	chr1	126124268	126127668
int434	chr1	126218176	126221576
int435	chr1	126641484	126644884
int436	chr1	126672000	126675400
int437	chr1	127108819	127112219
int438	chr1	127785796	127789196
int439	chr1	127852577	127855977
int440	chr1	128055675	128059075
int441	chr1	128142744	128146144
int442	chr1	128543847	128547247
int443	chr1	128550564	128553964
int444	chr1	128704729	128708129
int445	chr1	128752418	128755818
int446	chr1	128901894	128905294
int447	chr1	129499159	129502559
int448	chr1	129671967	129675367
int449	chr1	129753463	129756863
int450	chr1	129882930	129886330
int451	chr1	130438321	130441721
int452	chr1	130601470	130604870
int453	chr1	130751295	130754695
int454	chr1	131074276	131077676
int455	chr1	131493718	131497118
int456	chr1	131941806	131945206
int457	chr1	132666194	132669594
int458	chr1	132735681	132739081
int459	chr1	132928994	132932394
int460	chr1	133258963	133262363
int461	chr1	133304550	133307950
int462	chr1	133790508	133793908
int463	chr1	134337223	134340623
int464	chr1	136169268	136172668
int465	chr1	136198497	136201897
int466	chr1	136378020	136381420
int467	chr1	136402508	136405908
int468	chr1	136431527	136434927
int469	chr1	136566294	136569694
int470	chr1	136583021	136586421
int471	chr1	136640009	136643409
int472	chr1	136717920	136721320
int473	chr1	136788637	136792037
int474	chr1	136850649	136854049
int475	chr1	136866576	136869976
int476	chr1	136985845	136989245
int477	chr1	137322732	137326132
int478	chr1	137606995	137610395
int479	chr1	137797316	137800716
int480	chr1	137878298	137881698
int481	chr1	137980102	137983502
int482	chr1	138029442	138032842
int483	chr1	138185687	138189087
int484	chr1	138237377	138240777
int485	chr1	138635891	138639291
int486	chr1	138817155	138820555
int487	chr1	139118073	139121473
int488	chr1	139416871	139420271
int489	chr1	139944168	139947568
int490	chr1	140358819	140362219
int491	chr1	140434876	140438276
int492	chr1	140730682	140734082
int493	chr1	140885141	140888541
int494	chr1	140953525	140956925
int495	chr1	141124334	141127734
int496	chr1	141138880	141142280
int497	chr1	141332290	141335690
int498	chr1	143031884	143035284
int499	chr1	143351617	143355017
int500	chr1	143496555	143499955
int501	chr1	144263227	144266627
int502	chr1	144503599	144506999
int503	chr1	144788724	144792124
int504	chr1	144924565	144927965
int505	chr1	145187078	145190478
int506	chr1	145234114	145237514
int507	chr1	145312561	145315961
int508	chr1	145499887	145503287
int509	chr1	145622670	145626070
int510	chr1	145716523	145720983
int511	chr1	146621176	146624576
int512	chr1	146816919	146820319
int513	chr1	146823077	146826477
int514	chr1	147010656	147014056
int515	chr1	148027124	148030524
int516	chr1	148340923	148344323
int517	chr1	149698442	149701842
int518	chr1	150833345	150836745
int519	chr1	150882194	150885594
int520	chr1	151050380	151053780
int521	chr1	152278561	152281961
int522	chr1	152394944	152398344
int523	chr1	152667684	152671084
int524	chr1	152876999	152880399
int525	chr1	153450415	153453815
int526	chr1	153619664	153623064
int527	chr1	153664481	153667881
int528	chr1	153891433	153894833
int529	chr1	153944823	153948223
int530	chr1	154124444	154127844
int531	chr1	154203622	154207022
int532	chr1	154278834	154282234
int533	chr1	154588546	154591946
int534	chr1	154601323	154604723
int535	chr1	154626455	154629855
int536	chr1	154693507	154696907
int537	chr1	154759510	154762910
int538	chr1	154840051	154843451
int539	chr1	155125901	155129301
int540	chr1	155272384	155275784
int541	chr1	155277314	155280714
int542	chr1	155343688	155347088
int543	chr1	155349666	155353066
int544	chr1	155563509	155566909
int545	chr1	155638631	155642031
int546	chr1	155712217	155715617
int547	chr1	155735024	155738424
int548	chr1	155760251	155763651
int549	chr1	155841777	155845177
int550	chr1	155949269	155952669
int551	chr1	156444934	156448334
int552	chr1	156476861	156480261
int553	chr1	156499065	156502465
int554	chr1	156585785	156589185
int555	chr1	156638046	156641446
int556	chr1	156963753	156967153
int557	chr1	157441004	157444404
int558	chr1	157473548	157476948
int559	chr1	157523032	157526432
int560	chr1	157542140	157545540
int561	chr1	157746855	157750255
int562	chr1	157831758	157835158
int563	chr1	158254343	158257743
int564	chr1	158561689	158565089
int565	chr1	158630990	158634390
int566	chr1	158878434	158881834
int567	chr1	159020027	159023427
int568	chr1	159079000	159082400
int569	chr1	159479324	159482724
int570	chr1	159801607	159805007
int571	chr1	159968737	159972137
int572	chr1	160146631	160150031
int573	chr1	160151525	160154925
int574	chr1	160238802	160242202
int575	chr1	160557061	160560461
int576	chr1	161032163	161035563
int577	chr1	161699298	161702698
int578	chr1	161954276	161957676
int579	chr1	162008316	162011716
int580	chr1	162083645	162087045
int581	chr1	162318359	162321759
int582	chr1	162366795	162370195
int583	chr1	162503042	162506442
int584	chr1	162614782	162618182
int585	chr1	162685994	162689394
int586	chr1	162757499	162760899
int587	chr1	163094860	163098260
int588	chr1	163298794	163302194
int589	chr1	163311297	163314697
int590	chr1	164003521	164006921
int591	chr1	164024791	164028191
int592	chr1	164359503	164362903
int593	chr1	164499050	164502450
int594	chr1	164637362	164640762
int595	chr1	164642018	164645418
int596	chr1	165075972	165079372
int597	chr1	165239837	165243237
int598	chr1	165382644	165386044
int599	chr1	165565030	165568430
int600	chr1	165763222	165766622
int601	chr1	165874144	165877544
int602	chr1	166306708	166310108
int603	chr1	166372442	166375842
int604	chr1	166609543	166612943
int605	chr1	166632953	166636353
int606	chr1	166864521	166867921
int607	chr1	167030399	167033799
int608	chr1	167070723	167074123
int609	chr1	167403086	167406486
int610	chr1	167446039	167449439
int611	chr1	167531895	167535295
int612	chr1	167726533	167729933
int613	chr1	167791110	167796519
int614	chr1	167796736	167800136
int615	chr1	168168293	168171693
int616	chr1	168405720	168409120
int617	chr1	168609803	168613203
int618	chr1	168639609	168643009
int619	chr1	168892529	168895929
int620	chr1	169124242	169127642
int621	chr1	169799813	169803213
int622	chr1	170030133	170033533
int623	chr1	170087042	170090442
int624	chr1	170112533	170115933
int625	chr1	170121684	170125084
int626	chr1	170451381	170454781
int627	chr1	170630091	170633491
int628	chr1	170658131	170661531
int629	chr1	171334997	171338397
int630	chr1	172359596	172362996
int631	chr1	172374850	172378250
int632	chr1	172454381	172457781
int633	chr1	172499867	172503267
int634	chr1	172507576	172510976
int635	chr1	172745982	172749382
int636	chr1	172820296	172823696
int637	chr1	172932127	172935527
int638	chr1	172968045	172971445
int639	chr1	172978418	172981818
int640	chr1	173057880	173061280
int641	chr1	173089342	173092742
int642	chr1	173161272	173164672
int643	chr1	173329797	173333197
int644	chr1	173397791	173401191
int645	chr1	173897779	173901179
int646	chr1	174057006	174060406
int647	chr1	174066980	174070380
int648	chr1	174104180	174107580
int649	chr1	174404519	174407919
int650	chr1	174497249	174500649
int651	chr1	174640681	174644081
int652	chr1	175460719	175464119
int653	chr1	176581922	176585322
int654	chr1	177228549	177231949
int655	chr1	177244382	177247782
int656	chr1	177519977	177523377
int657	chr1	177786918	177790318
int658	chr1	178696372	178699772
int659	chr1	178710535	178713935
int660	chr1	178815836	178819236
int661	chr1	178909395	178912795
int662	chr1	179063386	179066786
int663	chr1	179100022	179103422
int664	chr1	179235515	179238915
int665	chr1	179258269	179261669
int666	chr1	179264655	179268055
int667	chr1	179284313	179287713
int668	chr1	180222222	180225622
int669	chr1	180637581	180640981
int670	chr1	180712285	180715685
int671	chr1	180949195	180952595
int672	chr1	180987310	180990710
int673	chr1	181160318	181163718
int674	chr1	181269833	181273233
int675	chr1	181331925	181335325
int676	chr1	181382186	181385586
int677	chr1	181463800	181467200
int678	chr1	181772252	181775652
int679	chr1	182020808	182024208
int680	chr1	182062440	182065840
int681	chr1	182453544	182456944
int682	chr1	182715335	182718735
int683	chr1	182885984	182889384
int684	chr1	182991439	182994839
int685	chr1	183017679	183021079
int686	chr1	183096216	183099616
int687	chr1	183107221	183110621
int688	chr1	183204224	183207624
int689	chr1	183852052	183855452
int690	chr1	183931749	183935149
int691	chr1	184022768	184026168
int692	chr1	184483167	184486567
int693	chr1	184527709	184531109
int694	chr1	184617573	184620973
int695	chr1	185346910	185350310
int696	chr1	185400423	185403823
int697	chr1	185524505	185527905
int698	chr1	185562000	185565400
int699	chr1	185933104	185936504
int700	chr1	186701142	186704542
int701	chr1	187089543	187092943
int702	chr1	187201183	187204583
int703	chr1	187207408	187210808
int704	chr1	187323894	187327294
int705	chr1	187349581	187352981
int706	chr1	187613856	187617256
int707	chr1	187729337	187732737
int708	chr1	187886314	187889714
int709	chr1	187962664	187966064
int710	chr1	188016284	188019684
int711	chr1	188059554	188062954
int712	chr1	188283189	188286589
int713	chr1	188451089	188454489
int714	chr1	188582865	188586265
int715	chr1	188601844	188605244
int716	chr1	188622900	188626300
int717	chr1	188674994	188678394
int718	chr1	188804220	188807620
int719	chr1	189000288	189003688
int720	chr1	189136118	189139518
int721	chr1	189238857	189242257
int722	chr1	189380278	189383678
int723	chr1	189460415	189463815
int724	chr1	189535223	189538623
int725	chr1	189752043	189755443
int726	chr1	190325732	190329132
int727	chr1	190400788	190404188
int728	chr1	190812261	190815661
int729	chr1	190841520	190844920
int730	chr1	190875539	190878939
int731	chr1	191479391	191482791
int732	chr1	191483479	191486879
int733	chr1	191503724	191507124
int734	chr1	191696884	191700284
int735	chr1	192020362	192023762
int736	chr1	192742283	192745683
int737	chr1	192823076	192826476
int738	chr1	193213559	193216959
int739	chr1	193237920	193241320
int740	chr1	193287338	193290738
int741	chr1	193656384	193659784
int742	chr1	194026673	194030073
int743	chr1	194295732	194299132
int744	chr1	194481617	194485017
int745	chr1	194837528	194840928
int746	chr1	194847763	194851163
int747	chr1	194884810	194888210
int748	chr1	194951640	194955040
int749	chr1	195057836	195061236
int750	chr1	195373400	195376800
int751	chr1	196147331	196150731
int752	chr1	196154622	196158022
int753	chr1	196605101	196608501
int754	chr2	3043547	3046947
int755	chr2	3079220	3082620
int756	chr2	3095254	3098654
int757	chr2	3206954	3210354
int758	chr2	3236386	3239786
int759	chr2	3247670	3251070
int760	chr2	3320712	3324112
int761	chr2	3428341	3431741
int762	chr2	3579680	3583080
int763	chr2	3903151	3906551
int764	chr2	4167933	4171333
int765	chr2	4521144	4524544
int766	chr2	4534276	4537676
int767	chr2	4552312	4555712
int768	chr2	4678057	4681457
int769	chr2	4842621	4846021
int770	chr2	4915604	4919004
int771	chr2	5128962	5132362
int772	chr2	5395057	5398457
int773	chr2	6038483	6041883
int774	chr2	6323735	6327135
int775	chr2	6481539	6484939
int776	chr2	7025604	7029004
int777	chr2	7184052	7187452
int778	chr2	7459839	7463239
int779	chr2	7557337	7560737
int780	chr2	8614068	8617468
int781	chr2	8862788	8866188
int782	chr2	9787596	9790996
int783	chr2	9870363	9873763
int784	chr2	10316714	10320114
int785	chr2	10323743	10327143
int786	chr2	10663722	10667122
int787	chr2	10919281	10922681
int788	chr2	11226342	11229742
int789	chr2	11248663	11252063
int790	chr2	11282024	11285424
int791	chr2	11497385	11500785
int792	chr2	11571133	11574533
int793	chr2	11684670	11688070
int794	chr2	12160045	12163445
int795	chr2	12688652	12692052
int796	chr2	12715952	12719352
int797	chr2	12916901	12920301
int798	chr2	13047816	13051216
int799	chr2	13436470	13439870
int800	chr2	13596287	13599687
int801	chr2	13729340	13732740
int802	chr2	14184982	14188382
int803	chr2	14245073	14248473
int804	chr2	14510059	14513459
int805	chr2	14617699	14621099
int806	chr2	14794022	14797422
int807	chr2	15819915	15823315
int808	chr2	16070167	16073567
int809	chr2	16320578	16323978
int810	chr2	17419099	17422499
int811	chr2	17434072	17437472
int812	chr2	17877396	17880796
int813	chr2	17943033	17946433
int814	chr2	18144209	18147609
int815	chr2	18272210	18275610
int816	chr2	18353851	18357251
int817	chr2	18633877	18637277
int818	chr2	18680756	18684156
int819	chr2	18855547	18858947
int820	chr2	19584354	19587754
int821	chr2	19626552	19629952
int822	chr2	19783816	19787216
int823	chr2	20096634	20100034
int824	chr2	20437810	20441210
int825	chr2	20566767	20570167
int826	chr2	20788124	20791524
int827	chr2	20825215	20828615
int828	chr2	20887236	20890636
int829	chr2	21885847	21889247
int830	chr2	22013945	22017345
int831	chr2	22341637	22345037
int832	chr2	22487557	22490957
int833	chr2	22608635	22612035
int834	chr2	22616396	22619796
int835	chr2	22642011	22645411
int836	chr2	22871931	22875331
int837	chr2	23060957	23064357
int838	chr2	23620042	23623442
int839	chr2	23741773	23745173
int840	chr2	24176640	24180040
int841	chr2	24356066	24359466
int842	chr2	24445778	24449178
int843	chr2	24586743	24590143
int844	chr2	24757793	24761193
int845	chr2	25003183	25006583
int846	chr2	25192383	25195783
int847	chr2	25503452	25506852
int848	chr2	25635623	25639023
int849	chr2	26176429	26179829
int850	chr2	26722687	26726087
int851	chr2	26806746	26810146
int852	chr2	26868079	26871479
int853	chr2	26884300	26887700
int854	chr2	27105491	27108891
int855	chr2	27615628	27619028
int856	chr2	28356961	28360361
int857	chr2	28535383	28538783
int858	chr2	28719722	28723122
int859	chr2	29112814	29116214
int860	chr2	29714419	29720083
int861	chr2	30219753	30223153
int862	chr2	30970818	30974218
int863	chr2	31010141	31013541
int864	chr2	31062778	31066178
int865	chr2	31556098	31559498
int866	chr2	31643016	31646416
int867	chr2	31685818	31689218
int868	chr2	32396234	32399634
int869	chr2	32490940	32494340
int870	chr2	32505122	32508522
int871	chr2	32626064	32629464
int872	chr2	32778606	32782006
int873	chr2	32844024	32847424
int874	chr2	33261846	33265246
int875	chr2	33345522	33348922
int876	chr2	33511568	33514968
int877	chr2	33586595	33589995
int878	chr2	33750903	33754303
int879	chr2	33867917	33871317
int880	chr2	34032037	34035437
int881	chr2	34226987	34230387
int882	chr2	34369278	34372678
int883	chr2	34458441	34461841
int884	chr2	34666349	34669749
int885	chr2	34823774	34827174
int886	chr2	34873310	34876710
int887	chr2	34954917	34958317
int888	chr2	35039661	35043061
int889	chr2	35243365	35246765
int890	chr2	35339450	35342850
int891	chr2	35438335	35441735
int892	chr2	35940304	35943704
int893	chr2	36079964	36083364
